track_name,artist_name,release_date,danceability,energy,valence,tempo,loudness,acousticness,popularity
Everyday,SoFaygo,2020-12-17,0.497,0.637,0.518,161.079,-8.594,0.5870000000000001,68
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,1997-03-04,0.845,0.884,0.904,104.536,-4.506,0.0128,75
On Cam (feat. Moneybagg Yo),Yung Bleu,2018-08-17,0.8390000000000001,0.34,0.417,160.043,-11.591,0.0099,58
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,2018-08-17,0.938,0.5,0.462,140.011,-10.08,0.00183,69
White Tee (with NO1-NOAH),Summer Walker,2020-07-10,0.7909999999999999,0.366,0.335,124.878,-8.337,0.7440000000000001,75
Shawty Wassup,YUNG NATION,2019-06-07,0.883,0.601,0.397,123.958,-6.112,0.0224,51
All Night Long,Mary Jane Girls,1994-01-01,0.7959999999999999,0.431,0.667,94.875,-10.3,0.171,57
Bullshit,Blac Youngsta,2018-08-31,0.846,0.437,0.381,151.953,-8.691,0.00401,35
Back In Blood (feat. Lil Durk),Pooh Shiesty,2020-11-06,0.759,0.5379999999999999,0.831,146.933,-8.256,0.151,81
ReYup (feat. Spodee),Travis Porter,2015-06-01,0.974,0.375,0.8029999999999999,127.019,-11.995,0.0273,60
Earned It (Fifty Shades Of Grey),The Weeknd,2015-08-28,0.659,0.291,0.406,119.829,-8.275,0.405,70
Good Days,SZA,2020-12-25,0.436,0.655,0.412,121.002,-8.37,0.499,89
Yrn (Tiktok Trend),Floxyn,2021-01-27,0.799,0.8320000000000001,0.754,126.124,-6.0360000000000005,0.356,33
Jelly,Big Homie Ty.Ni,2020-12-11,0.8859999999999999,0.708,0.5329999999999999,145.967,-4.391,0.176,62
All The Time,Jeremih,2013-01-01,0.675,0.44,0.0338,109.823,-9.298,0.545,72
Birthday Sex,Jeremih,2009-01-01,0.679,0.522,0.445,60.014,-5.603,0.297,67
Knicks,Cochise,2020-11-20,0.8170000000000001,0.5710000000000001,0.621,159.982,-8.797,0.017,63
Triple S,YN Jay,2020-09-12,0.825,0.4529999999999999,0.148,97.49,-9.869,0.0155,56
#Sweetladychallenge,Lew Mr. Blue,2018-06-13,0.741,0.669,0.3989999999999999,102.992,-6.292999999999999,0.0215,57
Milkshake,BBY KODIE,2019-10-31,0.872,0.521,0.563,110.057,-11.505,0.00577,34
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2020-08-28,0.7609999999999999,0.517,0.46,147.912,-6.916,0.114,69
No More Parties,Coi Leray,2021-01-22,0.847,0.405,0.588,156.999,-10.901,0.2319999999999999,72
Adderall (Corvette Corvette) - Remix,Popp Hunna,2020-12-18,0.921,0.718,0.677,141.06,-3.545,0.217,70
ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,2020-08-07,0.69,0.514,0.307,72.791,-11.81,0.0975,79
Opp Stoppa,YBN Nahmir,2020-11-25,0.82,0.302,0.216,78.09899999999999,-6.564,0.0166,53
Walk Down,FNF Chop,2019-11-20,0.905,0.515,0.298,131.132,-5.806,0.14,30
Knock Knock,SoFaygo,2020-01-10,0.669,0.629,0.6829999999999999,125.935,-6.032,0.0485,81
On Me,Lil Baby,2020-12-04,0.856,0.564,0.483,77.972,-6.295,0.00327,82
Best Ever (feat. Ayo & Teo),Polo Frost,2016-11-18,0.913,0.67,0.762,121.987,-8.152000000000001,0.341,56
Needed Me,Rihanna,2016-01-28,0.6709999999999999,0.314,0.296,110.898,-8.091000000000001,0.11,79
Rasputin,Boney M.,1978-01-01,0.639,0.893,0.966,126.143,-6.5089999999999995,0.289,68
Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,BRS Kash,2021-01-21,0.878,0.475,0.397,131.988,-8.42,0.00984,71
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,2018-11-30,0.8079999999999999,0.617,0.632,149.96200000000002,-9.32,0.113,76
Don't Wanna Fall In Love,KYLE,2015-10-02,0.486,0.616,0.601,132.151,-6.9,0.0149,71
Pour It Up,Rihanna,2012-12-11,0.785,0.478,0.39,134.003,-8.735,0.0254,48
Just Dance,Lady Gaga,2008-01-01,0.8220000000000001,0.7390000000000001,0.745,118.992,-4.541,0.0264,73
Beat Box 2,SpotemGottem,2020-12-18,0.8079999999999999,0.313,0.2769999999999999,159.951,-7.992000000000001,0.1159999999999999,29
Whatchu Do,10k.Caash,2021-01-08,0.885,0.198,0.2269999999999999,140.131,-15.026,0.013,40
Fucc Valentines,Honcho Moonk,2018-02-14,0.76,0.539,0.588,140.105,-10.895,0.00817,51
Best I Ever Had,Drake,2009-01-01,0.395,0.922,0.5579999999999999,162.361,-2.176,0.19,75
Countdown,Beyoncé,2011-06-24,0.665,0.787,0.6990000000000001,167.34900000000002,-5.73,0.308,64
Crew Love,Drake,2011-11-15,0.418,0.546,0.294,160.15200000000002,-9.057,0.2269999999999999,69
I’m Single,Popp Hunna,2020-01-17,0.887,0.601,0.519,77.533,-6.647,0.0209,39
3 Times In A Row,TK N Cash,2015-09-25,0.745,0.5670000000000001,0.89,160.119,-6.928,0.0861,46
Did You Know?,Luh Baam,2020-11-24,0.794,0.335,0.636,88.309,-12.675999999999998,0.5579999999999999,22
Jumpman 4's,Comethazine,2020-10-23,0.805,0.518,0.742,80.13600000000001,-6.436,0.0244,60
Tic Tac,Future,2020-11-13,0.942,0.5660000000000001,0.479,132.858,-4.834,0.0773,67
No Role Modelz,J. Cole,2014-12-09,0.6920000000000001,0.521,0.4629999999999999,100.45,-8.465,0.301,85
Ptpom,Mohead Mike,2020-09-06,0.846,0.36,0.349,160.173,-12.428,0.053,35
Girl With The Tattoo Enter.lewd,Miguel,2010-11-26,0.372,0.239,0.127,113.451,-11.314,0.856,72
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,2010-10-01,0.76,0.595,0.361,131.497,-6.3660000000000005,0.0054399999999999,76
Rake It Up (feat. Nicki Minaj),Yo Gotti,2017-10-27,0.91,0.444,0.53,149.953,-8.126,0.022,73
Fuck It Up!,Ocho Drippin,2018-08-31,0.96,0.579,0.7759999999999999,121.979,-8.214,0.0139999999999999,52
Mirrors,Justin Timberlake,2013-03-15,0.574,0.512,0.512,76.899,-6.664,0.2339999999999999,80
Sleep,T-Speed & 5upamanHOE,2016-11-30,0.883,0.4479999999999999,0.447,135.041,-9.515,0.0080299999999999,24
Do It On The Tip (feat. City Girls & Hot Girl Meg),Megan Thee Stallion,2020-11-20,0.943,0.528,0.608,97.542,-8.631,0.00291,68
Donk,Soulja Boy,2007-01-01,0.926,0.863,0.779,92.522,-3.391,0.0197,53
Beware,Big Sean,2013-01-01,0.7,0.5539999999999999,0.0633,97.127,-5.909,0.2189999999999999,71
Pickles on my Big Mac,Bop King,2020-12-08,0.4579999999999999,0.351,0.5539999999999999,130.577,-9.247,0.147,14
OOOWWWEEE,Peewee Longway,2019-10-04,0.877,0.424,0.1159999999999999,150.046,-8.383,0.00329,62
Wavy (feat. Joe Moses),Ty Dolla $ign,2016-03-25,0.75,0.491,0.711,105.008,-8.326,0.0898,67
10 Freaky Girls (with 21 Savage),Metro Boomin,2018-11-06,0.81,0.353,0.0727,88.031,-9.931,0.588,78
No Guidance Ayzha Nyree - Slowed,Moon OA,2020-09-09,0.609,0.682,0.305,73.84899999999999,-7.652,0.492,41
34+35,Ariana Grande,2020-10-30,0.83,0.585,0.485,109.978,-6.476,0.237,88
No Limit,G-Eazy,2017-12-15,0.838,0.7709999999999999,0.405,175.957,-3.791,0.0117,74
Freaky Friday (feat. Chris Brown),Lil Dicky,2018-03-15,0.755,0.599,0.755,133.123,-5.042,0.147,73
Girls in the Hood,Megan Thee Stallion,2020-06-26,0.821,0.863,0.8740000000000001,180.013,-3.159,0.00824,74
You Got It,Vedo,2020-03-27,0.762,0.433,0.3939999999999999,122.074,-8.937000000000001,0.143,78
Talk N Bout (Talm Bout) [feat. Lil Jay],Loui,2020-01-03,0.852,0.4529999999999999,0.391,75.008,-8.307,0.0329,23
Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,2020-09-18,0.913,0.625,0.298,126.915,-6.901,0.0168,69
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2018-12-21,0.581,0.662,0.434,93.023,-5.239,0.0153,79
Work Out,J. Cole,2011-09-27,0.831,0.427,0.216,93.004,-6.903,0.0531,81
Anaconda,Nicki Minaj,2014-12-15,0.964,0.605,0.6459999999999999,129.994,-6.223,0.0668,66
7/11,Beyoncé,2014-11-24,0.747,0.705,0.56,136.024,-5.1370000000000005,0.0128,71
Don’t Stop (feat. Young Thug),Megan Thee Stallion,2020-10-02,0.933,0.757,0.544,137.993,-3.2119999999999997,0.0018399999999999,64
Don't Tell 'Em,Jeremih,2015-12-04,0.856,0.527,0.386,98.052,-5.225,0.392,74
Joro,WizKid,2019-09-30,0.6859999999999999,0.6940000000000001,0.5870000000000001,189.998,-3.693,0.253,68
pov,Ariana Grande,2020-10-30,0.487,0.534,0.173,131.798,-5.664,0.36,81
Perfect (feat. City Girls),Cousin Stizz,2019-08-14,0.965,0.6920000000000001,0.422,123.999,-4.08,0.102,61
Facts,4LilPat3,2020-10-17,0.944,0.745,0.499,130.017,-8.795,0.2339999999999999,0
Elastic,Joey Purp,2018-09-13,0.966,0.435,0.561,111.16,-4.944,0.0604,65
rockstar (feat. 21 Savage),Post Malone,2018-04-27,0.585,0.52,0.129,159.80100000000002,-6.136,0.124,84
Coffin,Lil Yachty,2020-10-23,0.924,0.547,0.606,138.066,-4.98,0.0233,62
Hit the Quan - Original Version,iLoveMemphis,2015-10-09,0.741,0.488,0.625,160.018,-8.253,0.000235,63
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-07-03,0.823,0.586,0.347,125.971,-6.606,0.114,86
SIX'FO,ZaeHD & CEO,2019-04-20,0.772,0.367,0.568,143.278,-11.785,0.0294,44
PRACTICE,DaBaby,2020-08-04,0.8490000000000001,0.536,0.308,141.964,-7.307,0.0239,76
Whole Lotta Choppas,Sada Baby,2020-08-14,0.926,0.762,0.2769999999999999,127.931,-1.887,0.000718,65
POPSTAR (feat. Drake),DJ Khaled,2020-07-17,0.8,0.56,0.45,163.071,-4.8180000000000005,0.057,83
What You Know Bout Love,Pop Smoke,2020-07-03,0.7090000000000001,0.5479999999999999,0.5429999999999999,83.995,-8.493,0.65,87
Hit Different,SZA,2020-09-04,0.679,0.516,0.716,120.074,-6.371,0.1989999999999999,77
Hope,XXXTENTACION,2018-03-16,0.5920000000000001,0.457,0.225,146.04,-6.081,0.6609999999999999,84
Throat Baby (Go Baby),BRS Kash,2020-07-24,0.9,0.521,0.213,132.007,-7.286,0.0135,63
Coochie,YN Jay,2020-08-09,0.703,0.472,0.562,96.888,-12.204,0.597,1
Mood (feat. iann dior),24kGoldn,2020-07-24,0.7,0.722,0.7559999999999999,90.989,-3.5580000000000003,0.221,75
THICK,DJ Chose,2020-07-10,0.87,0.752,0.591,145.118,-6.615,0.0352,64
Whoopty,CJ,2020-08-20,0.7140000000000001,0.609,0.778,140.20600000000002,-7.683,0.1939999999999999,34
Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,0.7609999999999999,0.518,0.522,133.976,-8.871,0.244,86
Honesty - (Jersey Club Remix),Pink Sweat$,2020-08-12,0.87,0.387,0.71,135.858,-11.211,0.54,29
New Thang,Redfoo,2015-07-13,0.743,0.841,0.8140000000000001,100.003,-5.189,0.0156,61
Canceled,Larray,2020-10-18,0.647,0.8029999999999999,0.55,82.10799999999999,-5.36,0.1369999999999999,63
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,2013-08-19,0.841,0.733,0.284,130.009,-5.077,0.0246,71
New Patek,Lil Uzi Vert,2018-09-18,0.85,0.785,0.718,145.063,-4.963,0.0367,68
Garage Room Freestyle (Reel It In),Number9ok,2020-10-14,0.8490000000000001,0.195,0.0722,129.952,-11.477,0.437,47
Notice Me,PnB Rock,2017-01-13,0.597,0.645,0.55,128.25799999999998,-5.356,0.457,58
Space Cadet (feat. Gunna),Metro Boomin,2018-11-06,0.901,0.4639999999999999,0.638,109.004,-9.789,0.368,80
Ram,Number9ok,2019-10-25,0.602,0.361,0.0396,130.505,-6.059,0.299,30
Good Morning,Mak Sauce,2020-02-21,0.883,0.584,0.7979999999999999,148.059,-7.462999999999999,0.05,49
GOODMORNINGTOKYO!,TOKYO’S REVENGE,2019-10-18,0.907,0.539,0.664,124.918,-7.782,0.0408,75
Muwop (feat. Gucci Mane),Latto,2020-07-30,0.79,0.61,0.62,145.88,-6.957999999999999,0.0613,62
Ya Digg,Frostydasnowmann,2017-01-20,0.7879999999999999,0.43,0.257,100.014,-14.682,0.0372,2
Donk,Pronto Spazzout,2020-03-06,0.879,0.591,0.825,91.928,-9.335,0.0452,30
Kolors,Monte Booker,2016-06-29,0.718,0.4029999999999999,0.636,129.582,-11.064,0.263,63
Hugh Hefner,ppcocaine,2020-09-11,0.94,0.74,0.7020000000000001,136.03799999999998,-7.849,0.00652,62
Pow,Soulja Boy,2014-04-24,0.914,0.562,0.552,143.944,-10.079,0.221,0
Tap In,Saweetie,2020-06-17,0.954,0.696,0.432,100.036,-7.117000000000001,0.00576,76
Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,0.767,0.481,0.7609999999999999,150.076,-8.52,0.2339999999999999,85
We All Tryna F*** - Radio Edit,Ysl Jalen,2020-07-22,0.942,0.265,0.621,129.94299999999998,-14.427,0.265,34
Lets Link,WhoHeem,2020-08-20,0.8390000000000001,0.6829999999999999,0.522,120.003,-9.232,0.00667,4
Money Trees,Kendrick Lamar,2012-01-01,0.716,0.531,0.344,71.994,-7.355,0.0703,76
Collard Greens,ScHoolboy Q,2014-01-01,0.825,0.575,0.65,153.954,-4.87,0.025,74
Back It Up,Trap Beckham,2020-02-28,0.883,0.546,0.916,143.998,-3.793,0.0107,44
24,Money Man,2020-03-02,0.8420000000000001,0.715,0.428,126.021,-6.03,0.0265,71
Rags2Riches (feat. ATR Son Son),Rod Wave,2020-04-03,0.904,0.252,0.2269999999999999,117.994,-17.54,0.294,71
Hatchback,Cochise,2019-09-23,0.7340000000000001,0.6920000000000001,0.348,77.994,-6.227,0.0221,69
Shoota (feat. Lil Uzi Vert),Playboi Carti,2018-05-11,0.6729999999999999,0.649,0.47,153.075,-8.433,0.188,78
Stunt N' Dozier Mix 2,Stunt DeGrate,2018-03-07,0.932,0.7929999999999999,0.8079999999999999,146.005,-4.191,0.000669,40
UP LIKE AN INSOMNIAC - Freestyle,XXXTENTACION,2019-09-06,0.969,0.462,0.498,119.952,-6.723,0.0847,53
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-08-29,0.8,0.6579999999999999,0.462,140.042,-6.142,0.25,66
Robotics,ZaeHD & CEO,2018-12-25,0.921,0.46,0.427,134.014,-9.897,0.0587,44
Excitement,Trippie Redd,2020-05-15,0.474,0.6809999999999999,0.0384,121.96,-3.4730000000000003,0.0263,70
WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,0.935,0.4539999999999999,0.357,133.07299999999998,-7.509,0.0194,87
ICE (feat. MORGENSHTERN),MORGENSHTERN,2020-07-31,0.8590000000000001,0.8759999999999999,0.885,151.89600000000002,-5.14,0.081,66
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-06-22,0.613,0.6809999999999999,0.619,97.621,-3.089,0.0287,66
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2020-05-22,0.825,0.4579999999999999,0.161,145.115,-7.47,0.114,78
Suge,DaBaby,2019-03-01,0.8759999999999999,0.662,0.8440000000000001,75.445,-6.482,0.0608,78
Tatted Up (feat. Fabo),K CAMP,2020-04-24,0.909,0.568,0.721,144.882,-8.809,0.136,55
May I,Flo Milli,2020-07-24,0.8959999999999999,0.78,0.85,106.032,-3.5469999999999997,0.0828,71
2 On (feat. ScHoolboy Q),Tinashe,2014-10-03,0.742,0.595,0.431,101.013,-7.51,0.15,71
Let's Get Married,Vedo,2017-02-23,0.687,0.5820000000000001,0.802,132.039,-7.369,0.236,61
Pressure,Yungster Jack,2020-02-10,0.75,0.427,0.772,85.021,-9.395,0.03,50
Like That (feat. Gucci Mane),Doja Cat,2019-11-07,0.879,0.499,0.405,106.043,-6.027,0.24,79
Life of Brick,Brickboydior,2020-05-18,0.845,0.613,0.912,136.107,-4.4639999999999995,0.436,45
Time Flies,Drake,2020-05-01,0.8640000000000001,0.477,0.5,86.46,-5.7860000000000005,0.201,72
(i hope you) miss me,Joseph Black,2020-02-14,0.7340000000000001,0.596,0.317,98.024,-10.023,0.118,68
Go Daddy Go,dj Shawny,2016-05-04,0.748,0.623,0.563,159.95,-4.178,0.000692,44
Because Of You,Ne-Yo,2007-01-01,0.81,0.5379999999999999,0.828,109.97,-5.784,0.528,74
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2020-07-20,0.905,0.647,0.367,130.97,-5.065,0.0187,84
Pussy Talk,City Girls,2020-06-20,0.943,0.6409999999999999,0.242,99.099,-5.598,0.0016,73
This Is For Rachel For Acting Up,Visualz By Mariee,2019-12-24,0.852,0.56,0.2339999999999999,96.999,-5.8020000000000005,0.0284,0
Gimme Love,Joji,2020-04-16,0.482,0.631,0.0743,126.576,-6.917000000000001,0.696,71
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2018-08-03,0.745,0.346,0.1119999999999999,203.91099999999997,-7.709,0.00552,70
Play With Me,Foolio,2020-07-26,0.762,0.532,0.516,124.962,-6.246,0.118,45
Poke It Out (with Nicki Minaj),Playboi Carti,2018-05-11,0.894,0.59,0.5760000000000001,147.009,-5.716,0.0969,63
Latch,Disclosure,2013-06-03,0.7290000000000001,0.735,0.544,121.986,-5.455,0.0178,70
PJ,ppcocaine,2020-08-02,0.959,0.649,0.76,106.996,-6.535,0.096,62
Shake It,Metro Station,2007-09-18,0.618,0.955,0.79,150.034,-3.836,0.00221,70
Mood Swings (feat. Lil Tjay),Pop Smoke,2020-07-03,0.48,0.602,0.2689999999999999,179.798,-6.335,0.487,83
Sex Talk,Megan Thee Stallion,2019-05-17,0.906,0.763,0.58,139.961,-6.322,0.147,67
WURK,Huncho Da Rockstar,2020-04-15,0.83,0.408,0.696,156.04,-11.599,0.0511,34
Love Story - Discoball Remix,Sasha Saidin,2018-04-01,0.795,0.908,0.779,121.031,-9.0,0.0066799999999999,12
Don't Start Now,Dua Lipa,2019-10-31,0.794,0.7929999999999999,0.677,123.941,-4.521,0.0125,85
Confident,Justin Bieber,2014-05-13,0.738,0.563,0.8759999999999999,134.132,-5.4670000000000005,0.113,66
3 Musketeers,NextYoungin,2020-07-07,0.91,0.617,0.5720000000000001,104.972,-10.234,0.258,0
Laffy Taffy,D4L,2005-11-08,0.8909999999999999,0.439,0.622,77.499,-7.994,0.0351,65
Wet (She Got That…),YFN Lucci,2020-02-14,0.695,0.642,0.316,128.02200000000002,-6.13,0.238,63
Interior Crocodile Alligator,Lil Memer,2018-11-30,0.9,0.485,0.685,88.917,-11.821,0.0462,0
Doing It Wrong,Drake,2011-11-15,0.397,0.172,0.123,101.275,-15.698,0.841,67
Rags2Riches 2 (feat. Lil Baby),Rod Wave,2020-08-07,0.8740000000000001,0.4429999999999999,0.298,118.004,-9.628,0.147,75
Obnimi (Callmearco Remix),Okean Elzi,2018-02-02,0.721,0.845,0.486,152.05700000000002,-3.996,0.1689999999999999,2
Hood Baby,KBFR,2020-04-03,0.974,0.472,0.8059999999999999,126.065,-11.848,0.0488,62
All About Cake,Nodis,2020-07-11,0.831,0.484,0.507,131.094,-7.2,0.0101,0
Crisis,Jasiah,2020-07-27,0.76,0.794,0.583,165.99,-4.311,0.263,64
TKN (feat. Travis Scott),ROSALÍA,2020-05-28,0.7759999999999999,0.509,0.485,94.634,-6.266,0.192,78
Deuces (feat. Tyga & Kevin McCall),Chris Brown,2011-03-22,0.6920000000000001,0.736,0.217,73.987,-5.109,0.0324,68
Get Up (feat. Chamillionaire),Ciara,2006-08-08,0.941,0.631,0.63,128.597,-5.997999999999999,0.0366,57
Splash,Championxiii,2020-04-08,0.917,0.417,0.465,138.007,-10.479,0.04,54
B*tch From Da Souf,Latto,2019-01-14,0.863,0.235,0.3989999999999999,150.062,-15.545,0.0241,64
You,Jacquees,2018-09-07,0.735,0.4529999999999999,0.335,115.002,-8.264,0.413,68
Then Leave (feat. Queendom Come),BeatKing,2020-03-27,0.912,0.568,0.491,140.968,-6.107,0.0656,65
WHATS POPPIN,Jack Harlow,2020-03-13,0.923,0.604,0.826,145.062,-6.671,0.017,81
Disrespectful,Blueface,2019-08-09,0.945,0.535,0.65,107.01,-6.181,0.192,65
Girls Need Love (with Drake) - Remix,Summer Walker,2018-10-19,0.6559999999999999,0.432,0.0897,97.022,-9.481,0.4429999999999999,77
The Dice Beat Pt. 1,Ricky Desktop,2020-07-20,0.946,0.2689999999999999,0.0999,125.95,-10.061,0.018,44
Suit & Tie (feat. Jay-Z),Justin Timberlake,2013-03-15,0.795,0.596,0.357,101.985,-3.799,0.103,67
THE SCOTTS,THE SCOTTS,2020-04-24,0.716,0.537,0.28,129.97899999999998,-7.648,0.233,82
Party Girl,StaySolidRocky,2020-04-21,0.728,0.431,0.629,130.02200000000002,-9.966,0.7490000000000001,79
Molly,Tre Savage,2020-03-18,0.745,0.552,0.185,134.982,-14.578,0.126,9
Red Head,Cochise,2019-11-21,0.7070000000000001,0.6779999999999999,0.262,79.97399999999999,-8.933,0.0139,0
Rodeo,Lil Nas X,2019-06-21,0.706,0.679,0.657,140.08100000000002,-5.614,0.139,74
Yeah! (feat. Lil Jon & Ludacris),Usher,2004-03-23,0.894,0.7909999999999999,0.583,105.018,-4.699,0.0183,82
WHATS POPPIN,Jack Harlow,2020-01-21,0.923,0.604,0.826,145.062,-6.671,0.017,24
OFF THE RIP,DaBaby,2019-09-27,0.8009999999999999,0.693,0.602,164.084,-4.002,0.0104,60
Deep End Freestyle,Sleepy Hallow,2020-04-03,0.8759999999999999,0.479,0.7759999999999999,133.858,-6.687,0.703,69
"Sofia the First Main Title Theme - From ""Sofia the First""",Cast - Sofia the First,2013-01-01,0.655,0.789,0.66,92.968,-3.995,0.423,56
GOOBA,6ix9ine,2020-05-08,0.611,0.688,0.3929999999999999,178.46200000000002,-5.688,0.0264,73
Stay In My Arms,Dubskie,2020-07-29,0.693,0.6809999999999999,0.84,143.101,-9.218,0.0364,13
Rockstar Shit,BLIND.SEE,2019-06-10,0.916,0.445,0.0519,140.124,-7.143,0.0179,59
Bartier Cardi (feat. 21 Savage),Cardi B,2018-04-06,0.908,0.524,0.109,138.015,-7.955,0.0011099999999999,70
Pump It,Black Eyed Peas,2005-01-01,0.649,0.931,0.7440000000000001,153.645,-3.15,0.0093,69
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,2018-10-05,0.432,0.612,0.253,88.71600000000001,-8.846,0.00185,64
That Way - Bonus Track,Lil Uzi Vert,2020-03-06,0.7120000000000001,0.598,0.504,130.007,-5.367999999999999,0.0546,69
REEL IT IN,Aminé,2018-08-15,0.754,0.342,0.423,128.981,-8.677,0.073,76
NEVER MET!,CMTEN,2020-05-01,0.6779999999999999,0.722,0.944,160.061,-3.352,0.216,1
Whip out the Stick,PYT. NY,2020-04-27,0.883,0.753,0.799,136.132,-6.254,0.0502,47
Skechers,DripReport,2020-01-12,0.903,0.327,0.2739999999999999,100.008,-9.727,0.26,75
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,2019-08-16,0.76,0.755,0.517,101.993,-4.735,0.0163,71
Patek,Future,2020-07-30,0.8009999999999999,0.596,0.134,120.028,-4.72,0.00301,64
Bitch I Am Up,Lifs_a_Trip,2020-03-27,0.981,0.2769999999999999,0.183,120.031,-13.833,0.0182,17
Don't Matter,Akon,2006-01-01,0.7979999999999999,0.4429999999999999,0.354,125.232,-6.062,0.244,66
The Mop,TisaKorean,2020-01-24,0.846,0.324,0.3989999999999999,143.988,-12.434,0.0107,46
After Party,Don Toliver,2020-03-13,0.629,0.6920000000000001,0.4529999999999999,162.94799999999998,-8.045,0.00981,82
HIGHEST IN THE ROOM,Travis Scott,2019-10-04,0.598,0.427,0.0605,76.469,-8.764,0.0546,86
Captain Hook,Megan Thee Stallion,2020-03-06,0.863,0.633,0.545,163.991,-5.002,0.0118,73
Papi Chulo,Octavian,2020-03-13,0.866,0.563,0.307,127.954,-6.9639999999999995,0.185,76
Took Her To The O,King Von,2020-03-06,0.82,0.5920000000000001,0.4,159.98,-7.002000000000001,0.0149,76
JoJo Pose,Apollo Fresh,2020-01-11,0.7809999999999999,0.5329999999999999,0.326,133.967,-9.215,0.0366,68
Falling,Trevor Daniel,2020-03-26,0.784,0.43,0.236,127.087,-8.756,0.123,76
Stressed Out,Curtis Roach,2021-02-24,0.575,0.614,0.5870000000000001,118.958,-11.811,0.212,38
Ronaldo,Blanco,2021-05-07,0.772,0.384,0.461,99.966,-13.89,0.183,53
Demons,Stunna Gambino,2020-12-10,0.5529999999999999,0.68,0.33,122.007,-7.928999999999999,0.44,60
Fly Today,Just Ice,2021-03-17,0.897,0.376,0.185,99.986,-13.114,0.402,39
2 Times,MASN,2021-03-12,0.593,0.746,0.413,159.955,-6.483,0.321,51
Dancin Alone,Jonn Hart,2021-05-21,0.755,0.657,0.267,89.991,-6.441,0.396,46
Faygo,E the profit,2021-04-02,0.879,0.441,0.369,130.02200000000002,-10.254,0.102,36
Won (feat. Ayo & Teo & Global Dell),Global Dan,2021-04-30,0.747,0.797,0.664,137.812,-4.117,0.178,39
Outta Time,KillBunk,2021-04-30,0.654,0.642,0.527,94.988,-9.935,0.209,60
Bluegrass,E the profit,2021-05-14,0.7809999999999999,0.479,0.72,149.904,-8.385,0.0249,40
WOO IT AGAIN,Rah Swish,2021-05-07,0.382,0.825,0.161,83.734,-4.261,0.0164,42
Dear Anna,Kyle The Hooligan,2021-05-14,0.7070000000000001,0.57,0.288,170.033,-8.276,0.0498,43
Do You,BYNX,2020-07-03,0.722,0.517,0.391,124.027,-11.208,0.352,37
No Love No Trust Freestyle,Astrokidjay,2021-04-23,0.81,0.412,0.7759999999999999,131.974,-9.443,0.147,47
Mood Swings,Wiill,2021-04-09,0.674,0.474,0.6579999999999999,164.077,-7.261,0.1939999999999999,35
Can't Trust A Soul,7ru7h,2021-04-02,0.711,0.721,0.68,82.5,-7.242999999999999,0.0619,52
Shake the Bank,Sir Trilli,2020-10-09,0.807,0.629,0.436,140.125,-6.43,0.0115,41
Luvdrug,Joey Melrose,2021-04-20,0.7240000000000001,0.657,0.551,150.02700000000002,-9.616,0.0244,44
Dork,Mazen,2021-05-07,0.858,0.561,0.411,125.016,-8.628,0.135,35
Sandwich,Lil Cray,2021-03-25,0.8540000000000001,0.501,0.36,133.113,-7.601,0.0254,32
